,Compound - Canonicalized,Compound Complexity,Count - Hydrogen Bond Acceptor,Count - Hydrogen Bond Donor,Count - Rotatable Bond,Fingerprint - SubStructure Keys,IUPAC Name - Allowed,IUPAC Name - CAS-like Style,IUPAC Name - Markup,IUPAC Name - Preferred,IUPAC Name - Systematic,IUPAC Name - Traditional,InChI - Standard,InChIKey - Standard,Mass - Exact,Molecular Formula,Molecular Weight,SMILES - Absolute,SMILES - Connectivity,Topological - Polar Surface Area,Weight - MonoIsotopic,Count - Heavy Atom,Count - Atom Chiral,Count - Atom Chiral Def,Count - Atom Chiral Undef,Count - Bond Chiral,Count - Bond Chiral Def,Count - Bond Chiral Undef,Count - Isotope Atom,Count - Covalent Unit,Count - Tautomers,cid
90,1,6,1,0,0,00000371000000000610000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BrCl2.Rb/c2-1-3;/q-1;+1,XTGZJHMQOUYHPZ-UHFFFAOYSA-N,233.76783,BrCl2Rb,236.27,Cl[Br-]Cl.[Rb+],Cl[Br-]Cl.[Rb+],0,233.76783,4,0,0,0,0,0,0,0,2,-1,23694843
91,1,4.8,2,0,0,00000371080001000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium fluoromethane,lithium fluoromethane,lithium fluoromethane,lithium fluoromethane,lithium fluoranylmethane,lithium fluoromethane,InChI=1S/CH2F.Li/c1-2;/h1H2;/q-1;+1,VPENHABWIYBDHO-UHFFFAOYSA-N,40.03005666,CH2FLi,40.0,[Li+].[CH2-]F,[Li+].[CH2-]F,0,40.03005666,3,0,0,0,0,0,0,0,2,-1,13351304
92,1,32.5,2,0,0,00000371004001200000000000000000000000000000000000000000000000000000000000000009000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium fluoroacetylene,sodium fluoroethyne,sodium fluoroethyne,sodium fluoroethyne,sodium fluoranylethyne,sodium fluoroacetylene,InChI=1S/C2F.Na/c1-2-3;/q-1;+1,SHPBVCFVYDIOAB-UHFFFAOYSA-N,65.98817244,C2FNa,66.01,[C-]#CF.[Na+],[C-]#CF.[Na+],0,65.98817244,4,0,0,0,0,0,0,0,2,-1,160837484
93,1,4.8,2,1,0,00000371880200000000000000000000000000000000000000000000000000000000000000000014001000000000000000040000004000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium methanamine,lithium methanamine,lithium methanamine,lithium methanamine,lithium methanamine,lithium methanidylamine,InChI=1S/CH4N.Li/c1-2;/h1-2H2;/q-1;+1,QUWWDJBKHQNVTQ-UHFFFAOYSA-N,37.05037757,CH4LiN,37.0,[Li+].[CH2-]N,[Li+].[CH2-]N,26,37.05037757,3,0,0,0,0,0,0,0,2,-1,13351302
94,1,8,1,0,0,00000371000000200012000000000000000000000000000000000000000000000000000000000010004000000040000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium iodobromanuidylmethane,sodium iodobromanuidylmethane,sodium iodobromanuidylmethane,sodium iodobromanuidylmethane,sodium iodanylbromanuidylmethane,sodium iodobromanuidylmethane,InChI=1S/CH3BrI.Na/c1-2-3;/h1H3;/q-1;+1,LZYZAJZPYHRXRT-UHFFFAOYSA-N,243.83605,CH3BrINa,244.83,C[Br-]I.[Na+],C[Br-]I.[Na+],0,243.83605,4,0,0,0,0,0,0,0,2,-1,59187066
95,1,8,1,0,0,00000371000020200010000000000000000000000000000000000000000000000000000000000012004000000040000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium bromomethanolate,sodium bromomethanolate,sodium bromomethanolate,sodium bromomethanolate,sodium bromanylmethanolate,sodium bromomethanolate,InChI=1S/CH2BrO.Na/c2-1-3;/h1H2;/q-1;+1,AXRIYDALCWUYCH-UHFFFAOYSA-N,131.91867,CH2BrNaO,132.92,C([O-])Br.[Na+],C([O-])Br.[Na+],23.1,131.91867,4,0,0,0,0,0,0,0,2,-1,23670955
96,1,4.8,1,0,0,00000371020000200400000000000000000000000000000000000000000000000000000000008040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium chloroboranuide,sodium chloroboranuide,sodium chloroboranuide,sodium chloroboranuide,sodium chloranylboranuide,sodium chloroboranuide,InChI=1S/BClH3.Na/c1-2;/h1H3;/q-1;+1,UJSAERYKQYEQTF-UHFFFAOYSA-N,71.9914022,BClH3Na,72.28,[BH3-]Cl.[Na+],[BH3-]Cl.[Na+],0,71.9914022,3,0,0,0,0,0,0,0,2,-1,161111143
97,1,6,1,0,0,00000371804000000042000000000000000000000000000000000000000000000000000000000010002000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium methyliodanuidylmethane,potassium methyliodanuidylmethane,potassium methyliodanuidylmethane,potassium methyliodanuidylmethane,potassium methyliodanuidylmethane,potassium methyliodanuidylmethane,InChI=1S/C2H6I.K/c1-3-2;/h1-2H3;/q-1;+1,KSOGPRYOEVZMAG-UHFFFAOYSA-N,195.91513,C2H6IK,196.07,C[I-]C.[K+],C[I-]C.[K+],0,195.91513,4,0,0,0,0,0,0,0,2,-1,59894696
98,1,6,1,0,0,0000037188402000000000000000000000000000000000000000000000000000000000000000001A00000000000000A080020200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium ethanolate,lithium ethanolate,lithium ethanolate,lithium ethanolate,lithium ethanolate,lithium ethanolate,"InChI=1S/C2H5O.Li/c1-2-3;/h2H2,1H3;/q-1;+1",AZVCGYPLLBEUNV-UHFFFAOYSA-N,52.05004321,C2H5LiO,52.0,[Li+].CC[O-],[Li+].CC[O-],23.1,52.05004321,4,0,0,0,0,0,0,0,2,-1,23661847
99,1,6,1,0,0,00000371000000000610000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BrCl2.Rb/c2-1-3;/q-1;+1,XTGZJHMQOUYHPZ-UHFFFAOYSA-N,233.76783,BrCl2Rb,236.27,Cl[Br-]Cl.[Rb+],Cl[Br-]Cl.[Rb+],0,233.76783,4,0,0,0,0,0,0,0,2,-1,23694843
100,1,13.5,1,1,0,0000037188420000000000000000000000000000000000000000000000000000000000000000001C00100000000000C100040000004000008000000640000000000002000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium vinylazanide,lithium ethenylazanide,lithium ethenylazanide,lithium ethenylazanide,lithium ethenylazanide,lithium vinylazanide,"InChI=1S/C2H4N.Li/c1-2-3;/h2-3H,1H2;/q-1;+1",KWVJOPHXLUORKH-UHFFFAOYSA-N,49.05037757,C2H4LiN,49.0,[Li+].C=C[NH-],[Li+].C=C[NH-],1,49.05037757,4,0,0,0,0,0,0,0,2,-1,129875527
101,1,3.2,1,0,0,00000371030000000000000008000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/B3.Rb/c1-3-2;/q-1;+1,HUZVPMMJARTLTR-UHFFFAOYSA-N,117.9397052,B3Rb,117.9,[B][B-][B].[Rb+],[B][B-][B].[Rb+],0,117.9397052,4,0,0,0,0,0,0,0,2,-1,153438311
102,1,6,1,1,0,0000037180420000004000000000000000000000000000000000000000000000000000000000001C00100000000000C100040200004000000000000000000000000000000000800000000000000000000000000010000000000000000000000000000000000000000000000000000000000000,potassium ethylazanide,potassium ethylazanide,potassium ethylazanide,potassium ethylazanide,potassium ethylazanide,potassium ethylazanide,"InChI=1S/C2H6N.K/c1-2-3;/h3H,2H2,1H3;/q-1;+1",NBRBEIWJQOMRHD-UHFFFAOYSA-N,83.01373068,C2H6KN,83.17,CC[NH-].[K+],CC[NH-].[K+],1,83.01373068,4,0,0,0,0,0,0,0,2,-1,129678136
103,1,13.5,1,0,0,00000371084000000010000000000000000000000000000000000000000000000000000000000018004000000100008000000000000000008000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium bromoethylene,lithium bromoethene,lithium bromoethene,lithium bromoethene,lithium bromanylethene,lithium bromoethylene,InChI=1S/C2H2Br.Li/c1-2-3;/h1H2;/q-1;+1,AOMOBNNEBKNSDH-UHFFFAOYSA-N,111.94999,C2H2BrLi,112.9,[Li+].C=[C-]Br,[Li+].C=[C-]Br,0,111.94999,4,0,0,0,0,0,0,0,2,-1,85850053
104,1,10.8,3,1,0,00000371000300000040000000000000000000000000000000000000000000000000000000000000001800000000000000000000000200000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium hydrazinylideneazanide,potassium hydrazinylideneazanide,potassium hydrazinylideneazanide,potassium hydrazinylideneazanide,potassium diazanylideneazanide,potassium hydrazonoazanide,"InChI=1S/K.H2N3/c;1-3-2/h;(H2-,1,2)/q+1;-1",CVAFMVMLJFZLFJ-UHFFFAOYSA-N,82.98857856,H2KN3,83.135,NN=[N-].[K+],NN=[N-].[K+],39.4,82.98857856,4,0,0,0,0,0,0,0,2,-1,21063311
105,1,4.8,1,0,0,00000371080020000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium hypoiodite,lithium hypoiodite,lithium hypoiodite,lithium hypoiodite,lithium hypoiodite,lithium hypoiodite,InChI=1S/IO.Li/c1-2;/q-1;+1,IUCHDKDEPALKHU-UHFFFAOYSA-N,149.91539,ILiO,149.9,[Li+].[O-]I,[Li+].[O-]I,23.1,149.91539,3,0,0,0,0,0,0,0,2,-1,140455213
106,1,4.8,2,0,0,00000371000021000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium hypofluorite,potassium hypofluorite,potassium hypofluorite,potassium hypofluorite,potassium hypofluorite,potassium hypofluorite,InChI=1S/FO.K/c1-2;/q-1;+1,FGMDLONQELOFGF-UHFFFAOYSA-N,73.95702427,FKO,74.096,[O-]F.[K+],[O-]F.[K+],23.1,73.95702427,3,0,0,0,0,0,0,0,2,-1,22967321
107,1,10.3,1,1,0,0000037108420000000000000000000000000000000000000000000000000000000000000000001C00100000000000C100040000004000008000000640000000000002000800800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/C2H3N.Li/c1-2-3;/h1-3H;/q-1;,AYMAMYQYJPIBSF-UHFFFAOYSA-N,48.04255253,C2H3LiN-,48.0,[Li].[CH]=C[NH-],[Li].[CH]=C[NH-],1,48.04255253,4,0,0,0,0,0,0,0,2,-1,100982396
108,1,6,3,0,0,00000371020001A00000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BF2.Na/c2-1-3;/q-1;+1,JVJRDGCARWEMLE-UHFFFAOYSA-N,71.9958808,BF2Na,71.80,[B-](F)F.[Na+],[B-](F)F.[Na+],0,71.9958808,4,0,0,0,0,0,0,0,2,-1,18727909
109,1,8,1,0,0,00000371080000000410000000000000000000000000000000000000000000000000000000000010024000000040000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium bromo(chloro)methane,lithium bromo(chloro)methane,lithium bromo(chloro)methane,lithium bromo(chloro)methane,lithium bromanyl(chloranyl)methane,lithium bromo(chloro)methane,InChI=1S/CHBrCl.Li/c2-1-3;/h1H;/q-1;+1,LVRDTLRLVCJVCD-UHFFFAOYSA-N,133.91102,CHBrClLi,135.3,[Li+].[CH-](Cl)Br,[Li+].[CH-](Cl)Br,0,133.91102,4,0,0,0,0,0,0,0,2,-1,11815407
110,1,8,1,1,0,00000371000200000042000000000000000000000000000000000000000000000000000000000014003000000000000000040000004000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium iodomethylazanide,potassium iodomethylazanide,potassium iodomethylazanide,potassium iodomethylazanide,potassium iodanylmethylazanide,potassium iodomethylazanide,"InChI=1S/CH3IN.K/c2-1-3;/h3H,1H2;/q-1;+1",WUSVEROILJQION-UHFFFAOYSA-N,194.89473,CH3IKN,195.044,C([NH-])I.[K+],C([NH-])I.[K+],1,194.89473,4,0,0,0,0,0,0,0,2,-1,58529206
111,1,6,2,1,0,0000037180420020000000000000000000000000000000000000000000000000000000000000001C00100000000000C100040000004000000000000000000000000000000000800000000000000000000000000010000000000000000000000000000000000000000000000000000000000000,sodium ethanamine,sodium ethanamine,sodium ethanamine,sodium ethanamine,sodium ethanamine,sodium ethylamine,InChI=1S/C2H6N.Na/c1-2-3;/h1-3H2;/q-1;+1,RSRVPDPGOVAKHM-UHFFFAOYSA-N,67.03979348,C2H6NNa,67.07,[CH2-]CN.[Na+],[CH2-]CN.[Na+],26,67.03979348,4,0,0,0,0,0,0,0,2,-1,140659928
112,1,8,2,0,0,00000371000021200000000000000000000000000000000000000000000000000000000000000013000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium fluoromethanolate,sodium fluoromethanolate,sodium fluoromethanolate,sodium fluoromethanolate,sodium fluoranylmethanolate,sodium fluoromethanolate,InChI=1S/CH2FO.Na/c2-1-3;/h1H2;/q-1;+1,MTPBXFVKUIIPBJ-UHFFFAOYSA-N,71.99873713,CH2FNaO,72.014,C([O-])F.[Na+],C([O-])F.[Na+],23.1,71.99873713,4,0,0,0,0,0,0,0,2,-1,140440825
113,1,6,1,0,0,00000371020000000043000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BI2.K/c1-3-2;/q-1;+1,DBKCCGJWSSBDCF-UHFFFAOYSA-N,303.78196,BI2K,303.72,[B][I-]I.[K+],[B][I-]I.[K+],0,303.78196,4,0,0,0,0,0,0,0,2,-1,20829522
114,1,34.5,2,0,0,00000371000220000040000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium cyanate,potassium cyanate,potassium cyanate,potassium cyanate,potassium cyanate,potassium cyanate,InChI=1S/CHNO.K/c2-1-3;/h3H;/q;+1/p-1,GKKCIDNWFBPDBW-UHFFFAOYSA-M,80.96169511,CKNO,81.115,C(#N)[O-].[K+],C(#N)[O-].[K+],46.9,80.96169511,4,0,0,0,0,0,0,0,2,-1,11378442
115,1,34.5,2,0,0,00000371020200200000000000000000000000000000000000000000000000000000000000002004000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CBN.Na/c2-1-3;/q-1;+1,BEOOHQFXGBMRKU-UHFFFAOYSA-N,60.0021485,CBNNa,59.82,[B-]C#N.[Na+],[B-]C#N.[Na+],23.8,60.0021485,4,0,0,0,0,0,0,0,2,-1,20587905
116,1,29.3,1,0,0,0000037100420000004000000000000000000000000000000000000000000000000000000000001C000000000000008100000000000000004008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/C2HN.K/c1-2-3;/h1H;/q-1;,BNWZDHMRPAMYFG-UHFFFAOYSA-N,77.97460552,C2HKN-,78.13,C#C[N-].[K],C#C[N-].[K],1,77.97460552,4,0,0,0,0,0,0,0,2,-1,101754802
117,1,32.5,1,0,0,0000037108402000000000000000000000000000000000000000000000000000000000000000001A000000000000008080000000000000004008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium ethynolate,lithium ethynolate,lithium ethynolate,lithium ethynolate,lithium ethynolate,lithium ethynolate,"InChI=1S/C2H2O.Li/c1-2-3;/h1,3H;/q;+1/p-1",BXBYEBMPIYXAHM-UHFFFAOYSA-M,48.01874309,C2HLiO,48.0,[Li+].C#C[O-],[Li+].C#C[O-],23.1,48.01874309,4,0,0,0,0,0,0,0,2,-1,157489353
118,1,8,2,0,0,00000371000001200002000000000000000000000000000000000000000000000000000000000010002000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium fluoroiodanuidylmethane,sodium fluoroiodanuidylmethane,sodium fluoroiodanuidylmethane,sodium fluoroiodanuidylmethane,sodium fluoranyliodanuidylmethane,sodium fluoroiodanuidylmethane,InChI=1S/CH3FI.Na/c1-3-2;/h1H3;/q-1;+1,HPVRLRKBDFWGHQ-UHFFFAOYSA-N,183.91612,CH3FINa,183.927,C[I-]F.[Na+],C[I-]F.[Na+],0,183.91612,4,0,0,0,0,0,0,0,2,-1,58841526
119,1,13.5,2,0,0,00000371004001200000000000000000000000000000000000000000000000000000000000000019000000000000008000000000000000008000000200000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium fluoroethylene,sodium fluoroethene,sodium fluoroethene,sodium fluoroethene,sodium fluoranylethene,sodium fluoroethylene,InChI=1S/C2H2F.Na/c1-2-3;/h1-2H;/q-1;+1,JNFXKEQBVMNKFP-UHFFFAOYSA-N,68.00382251,C2H2FNa,68.03,[CH-]=CF.[Na+],[CH-]=CF.[Na+],0,68.00382251,4,0,0,0,0,0,0,0,2,-1,71417853
120,1,6,3,2,0,00000371020030000000000008000000000000000000000000000000000000000000000000000800000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BH2O2.Rb/c2-1-3;/h2-3H;/q-1;+1,FEMWMZRKGUAIOG-UHFFFAOYSA-N,129.9265742,BH2O2Rb,130.30,[B-](O)O.[Rb+],[B-](O)O.[Rb+],40.5,129.9265742,4,0,0,0,0,0,0,0,2,-1,59091021
121,1,4.8,1,0,0,00000371000020000000000008000000000000000000000000000000000000000000000000000012000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CH2O.Rb/c1-2;/h1H2;/q-1;+1,ZQNLNDKBINOBNB-UHFFFAOYSA-N,114.92235442,CH2ORb,115.494,[CH2-][O].[Rb+],[CH2-][O].[Rb+],1,114.92235442,3,0,0,0,0,0,0,0,2,-1,59951885
122,1,4.8,2,0,0,00000371020020200000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/BO.Na/c1-2;/q-1;+1,OFZRXBRIQMBTSL-UHFFFAOYSA-N,49.9939891,BNaO,49.80,[B-]=O.[Na+],[B-]=O.[Na+],17.1,49.9939891,3,0,0,0,0,0,0,0,2,-1,166048945
123,1,6,3,2,0,00000371000230200000000000000000000000000000000000000000000000000000000000000000000408000000000000000000000040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium dihydroxyazanide,sodium dihydroxyazanide,sodium dihydroxyazanide,sodium dihydroxyazanide,sodium bis(oxidanyl)azanide,sodium dihydroxyazanide,InChI=1S/H2NO2.Na/c2-1-3;/h2-3H;/q-1;+1,AXMNLGBHZWGBJD-UHFFFAOYSA-N,70.99832259,H2NNaO2,71.011,[N-](O)O.[Na+],[N-](O)O.[Na+],41.5,70.99832259,4,0,0,0,0,0,0,0,2,-1,171457097
124,1,4.8,1,0,0,000003710A0000000000000000000000000000000000000000000000000000000000000000002010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CH2B.Li/c1-2;/h1H2;/q-1;+1,XKFYJCKERWECBM-UHFFFAOYSA-N,32.0409587,CH2BLi,31.8,[Li+].[B][CH2-],[Li+].[B][CH2-],0,32.0409587,3,0,0,0,0,0,0,0,2,-1,58997489
125,1,6,2,1,0,0000037180402000004000000000000000000000000000000000000000000000000000000000001A00000800000000A080020000000002000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium ethanol,potassium ethanol,potassium ethanol,potassium ethanol,potassium ethanol,potassium ethanol,"InChI=1S/C2H5O.K/c1-2-3;/h3H,1-2H2;/q-1;+1",UTZQAQDNLIYAMB-UHFFFAOYSA-N,83.99774626,C2H5KO,84.16,[CH2-]CO.[K+],[CH2-]CO.[K+],20.2,83.99774626,4,0,0,0,0,0,0,0,2,-1,140678060
126,1,6,3,0,0,00000371000201800040000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium difluoroazanide,potassium difluoroazanide,potassium difluoroazanide,potassium difluoroazanide,potassium bis(fluoranyl)azanide,potassium difluoroazanide,InChI=1S/F2N.K/c1-3-2;/q-1;+1,WXDQHHFMCMFENW-UHFFFAOYSA-N,90.96358681,F2KN,91.102,[N-](F)F.[K+],[N-](F)F.[K+],1,90.96358681,4,0,0,0,0,0,0,0,2,-1,59815174
127,1,13.5,1,0,0,00000371084000000400000000000000000000000000000000000000000000000000000000000018020000000000028000000000000000008000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium chloroethylene,lithium chloroethene,lithium chloroethene,lithium chloroethene,lithium chloranylethene,lithium chloroethylene,InChI=1S/C2H2Cl.Li/c1-2-3;/h1H2;/q-1;+1,ZWRHLVKKVBOMLX-UHFFFAOYSA-N,68.0005062,C2H2ClLi,68.5,[Li+].C=[C-]Cl,[Li+].C=[C-]Cl,0,68.0005062,4,0,0,0,0,0,0,0,2,-1,71352770
128,1,13.5,2,1,0,0000037108402000000000000000000000000000000000000000000000000000000000000000001A000008000000008080000000000002008000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium ethenol,lithium ethenol,lithium ethenol,lithium ethenol,lithium ethenol,lithium ethenol,"InChI=1S/C2H3O.Li/c1-2-3;/h3H,1H2;/q-1;+1",IXVPCSMGHYDXIB-UHFFFAOYSA-N,50.03439315,C2H3LiO,50.0,[Li+].C=[C-]O,[Li+].C=[C-]O,20.2,50.03439315,4,0,0,0,0,0,0,0,2,-1,71335495
129,1,4.8,2,0,0,00000371000020200000000000000000000000000000000000000000000000000000000000000012000000000000000000020000000000000800000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium methanone,sodium methanone,sodium methanone,sodium methanone,sodium methanone,sodium methanone,InChI=1S/CHO.Na/c1-2;/h1H;/q-1;+1,PZNUGOULNCHZFR-UHFFFAOYSA-N,51.99250893,CHNaO,52.008,[CH-]=O.[Na+],[CH-]=O.[Na+],17.1,51.99250893,3,0,0,0,0,0,0,0,2,-1,22944142
130,1,15.5,2,0,0,00000371020020000040000000000000000000000000000000000000000000000000000000002002000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/CBO.K/c2-1-3;/q-1;+1,ZESKRUXCIAYSGV-UHFFFAOYSA-N,77.9679263,CBKO,77.92,[B][C-]=O.[K+],[B][C-]=O.[K+],17.1,77.9679263,4,0,0,0,0,0,0,0,2,-1,23517219
131,1,6,2,1,0,0000037180402000004000000000000000000000000000000000000000000000000000000000001A00000800000000A080020000000002000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000,potassium ethanol,potassium ethanol,potassium ethanol,potassium ethanol,potassium ethanol,potassium ethanol,"InChI=1S/C2H5O.K/c1-2-3;/h3H,1-2H2;/q-1;+1",UTZQAQDNLIYAMB-UHFFFAOYSA-N,83.99774626,C2H5KO,84.16,[CH2-]CO.[K+],[CH2-]CO.[K+],20.2,83.99774626,4,0,0,0,0,0,0,0,2,-1,140678060
132,1,32.5,1,0,0,00000371084000000002000000000000000000000000000000000000000000000000000000000008002000000000000200000000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium iodoacetylene,lithium iodoethyne,lithium iodoethyne,lithium iodoethyne,lithium iodanylethyne,lithium iodoacetylene,InChI=1S/C2I.Li/c1-2-3;/q-1;+1,BEPGMEXAMGYRHA-UHFFFAOYSA-N,157.92048,C2ILi,157.9,[Li+].[C-]#CI,[Li+].[C-]#CI,0,157.92048,4,0,0,0,0,0,0,0,2,-1,14925096
133,1,29,2,0,0,00000371080300000000000000000000000000000000000000000000000000000000000000000014000800000000000000040000000000002200000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium diazomethane,lithium diazomethane,lithium diazomethane,lithium diazomethane,lithium diazomethane,lithium diazomethane,InChI=1S/CHN2.Li/c1-3-2;/h1H;/q-1;+1,ZFUVYPAHILSHEJ-UHFFFAOYSA-N,48.02997647,CHLiN2,48.0,[Li+].[CH-]=[N+]=[N-],[Li+].[CH-]=[N+]=[N-],2,48.02997647,4,0,0,0,0,0,0,0,2,-1,12460342
134,1,3.2,1,0,0,00000371000000200600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/Cl3.Na/c1-3-2;/q-1;+1,YVYNLIHIATTZSH-UHFFFAOYSA-N,127.896327,Cl3Na,129.34,[Na+].Cl[Cl-]Cl,[Na+].Cl[Cl-]Cl,0,127.896327,4,0,0,0,0,0,0,0,2,-1,109374094
135,1,13.5,2,1,0,00000371080300000000000000000000000000000000000000000000000000000000000000000014001800000000000000040000000200002000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,lithium (methyleneamino)azanide,lithium (methyleneamino)azanide,lithium (methylideneamino)azanide,lithium (methylideneamino)azanide,lithium (methylideneamino)azanide,lithium (methyleneamino)azanide,"InChI=1S/CH3N2.Li/c1-3-2;/h2H,1H2;/q-1;+1",ULAAUCPSMXUHTP-UHFFFAOYSA-N,50.04562654,CH3LiN2,50.0,[Li+].C=N[NH-],[Li+].C=N[NH-],13.4,50.04562654,4,0,0,0,0,0,0,0,2,-1,129694264
136,1,2.8,2,1,0,0000037100003000004000000000000000000000000000000000000000000000000000000000000000000C000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,,,,InChI=1S/K.H2O2/c;1-2/h;1-2H/q+1;/p-1,JAXLCNCZJFJWAK-UHFFFAOYSA-M,71.96136076,HKO2,72.105,O[O-].[K+],O[O-].[K+],43.3,71.96136076,3,0,0,0,0,0,0,0,2,-1,21526826
137,1,15.5,2,1,0,00000371000220200000000000000000000000000000000000000000000000000000000000000016001000000000000000060000004000002000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,sodium methanimidate,sodium methanimidate,sodium methanimidate,sodium methanimidate,sodium methanimidate,sodium formimidate,"InChI=1S/CH3NO.Na/c2-1-3;/h1H,(H2,2,3);/q;+1/p-1",VBDBHFZCFWQDNI-UHFFFAOYSA-M,67.00340797,CH2NNaO,67.023,C(=N)[O-].[Na+],C(=N)[O-].[Na+],46.9,67.00340797,4,0,0,0,0,0,0,0,2,-1,101558437
